transaction_id,product1,product2,product3,product4,product5,product6,product7,product8,product9,product10,product11,product12,product13,product14,product15,product16,product17,product18,product19,product20,product21,product22,product23,product24,product25,product26,product27,product28,product29,product30,product31,product32,product33,product34,product35,product36,product37,product38,product39,product40,product41,product42,product43,product44,product45
2075,South African White,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,Whisky,Premium Lager,Lo/No Alcho Red Cgb,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,Whisky,Vodka,Standard Lager,Rum,Premium Lager,Gin,Everyday Cider,Cocktails/Liqueurs,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2078,Nablab,Lo/No Alcho Red Cgb,Fruit Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2079,Standard Lager,Speciality Beer,Sparkling,Premium Lager,Over-Ice Cider,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2080,World Beer,White Rum,Vodka,Sparkling,South America White,South African White,South Africa White,Rum,Premium Lager,Other Red,New Zealand White,New Zealand Red,Italy White,Italian Red,Bottled Ale,Bitter,Australian White,Australia White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,
2081,Speciality Beer,Sparkling,South America White,South America,South Africa Red,Premium Lager,Italy White,Italian White,Iberia White,Iberia,German,French White 2,French Red South,French Red 2,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,
2082,Whisky,Spirits Mixers,Speciality Beer,Sparkling,South America,South Africa Red,Small Sizes Red,Rum,Premium Lager,Premium Cider,Over-Ice Cider,New Zealand White,Malt Whisky,Made Wine British,Italy White,Italian Red,Iberia,Fruit Cider,French Red South,French Red 2,French Red,Beer/Lager Gifts,Barware,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,
2083,Spirits & Fortified,Over-Ice Cider,Nablab,Malt Whisky,Italy White,Fruit Cider,French Red 2,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2084,Standard Lager,Spirits Mixers,South African White,Small Sizes White,Premium Lager,Over-Ice Cider,Italy White,Fine Wines,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2085,White Rum,Standard Lager,Sparkling,South America,Small Sizes White,Small Sizes Red,Fruit Cider,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,World Beer,Wine Gifts,Standard Lager,Spirits & Fortified,Premium Lager,Over-Ice Cider,Miscellaneous,Italy White,German,Fruit Cider,Everyday Cider,Cocktails/Liqueurs,Beer/Lager Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2087,White Boxes,Vodka,Red Wine Bxes & 25Cl,Premium Cider,Port,New Zealand Red,Made Wine British,Italy White,Iberia White,French Red 2,Bottled Ale,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,Whisky,Italian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,Vodka,Rum,Premium Lager,Port,Perry,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2090,Sparkling,South America,Premium Lager,Premium Cider,New Zealand White,Italy White,Italian Red,Iberia,German,Barware,Australian Red,Australia White,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,Standard Lager,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,Whisky,Vodka,Sparkling,Sherry Spanish,Premium Lager,Port,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2093,Whisky,Malt Whisky,Cocktails/Liqueurs,Champagne,Brandy/Cognac,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,Sparkling,Small Sizes Red,Lambrusco Rosso,Fruit Cider,French Red South,French Red 2,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,White Rum,Whisky,Vodka,Standard Lager,South African White,South Africa White,South Africa Red,Premium Lager,Over-Ice Cider,Other Red,Malt Whisky,Lo/No Alcho Red Cgb,Italy White,Italian Red,Iberia,Generic,French White 2,French Red South,French Red 2,Cocktails/Liqueurs,Brandy/Cognac,Bottled Ale,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,
2096,Spirits Mixers,Speciality Beer,Premium Cider,Own Label,Italian White,Iberia White,French Red 2,French Red,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,Whisky,Vodka,Stout,Standard Lager,Sparkling,South America White,South America,South Africa Red,Premium Lager,Premium Cider,Over-Ice Cider,Italian White,Gin,Champagne,Brandy/Cognac,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2098,World Beer,Standard Lager,Spirits Mixers,Premium Lager,Fruit Cider,Everyday Cider,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2099,World Beer,Whisky,Vodka,Standard Lager,Sparkling,South America,South Africa Red,Rum,Italy White,Italian Red,Cocktails/Liqueurs,Australian Red,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2100,South America,Italian Red,French Red 2,French Red,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101,Cocktails/Liqueurs,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2102,Stout,Sherry Spanish,Rum,Everyday Cider,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2103,Speciality Beer,Sparkling,Small Sizes Red,Premium Lager,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2104,French Red 2,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2105,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2106,World Beer,Whisky,Standard Lager,Small Sizes White,Premium Lager,Premium Cider,Own Label,Over-Ice Cider,Iberia White,Generic,Everyday Cider,Bitter,Australian White,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2107,Whisky,Vodka,Low Alcohol A.C,French Red 2,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2108,Whisky,Vodka,Spirits Mixers,South America,South African White,Sherry Spanish,Premium Lager,Premium Cider,Port,Italian Red,Iberia,Generic,Brandy/Cognac,Beer/Lager Gifts,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,World Beer,Speciality Beer,Sparkling,South America White,South African White,Premium Lager,Over-Ice Cider,New Zealand White,Italy White,Iberia White,French White South,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2110,World Beer,Sherry Spanish,Over-Ice Cider,Italy White,French White South,Cocktails/Liqueurs,Australian White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,Stout,Sparkling,New Zealand White,French Red,Champagne,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,White Boxes,Whisky,Vermouths/Aperitifs,Stout,Spirits Mixers,Small Sizes Red,Red Wine Bxes & 25Cl,Premium Cider,Over-Ice Cider,Malt Whisky,Gin,Fruit Cider,Cocktails/Liqueurs,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2113,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,Sherry Spanish,Fruit Cider,Cocktails/Liqueurs,British Fortified,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,Whisky,South Africa White,Italy White,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2116,Whisky,South Africa Red,Sherry Spanish,Premium Lager,Italy White,Italian White,Gin,Australian White,Australian Rose,Australian Red,Australia White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2117,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2118,Everyday Cider,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2119,Standard Lager,Premium Lager,Over-Ice Cider,Italian White,Italian Red,French Red 2,Everyday Cider,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2120,Brnd Alchol Carbntes,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2121,Spirits & Fortified,Speciality Beer,Small Sizes White,Small Sizes Red,Premium Lager,Premium Canned Ale,Iberia,Fruit Cider,Beer/Lager Gifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2122,Sparkling,Premium Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2123,German,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2124,Whisky,Kosher Red,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2125,Whisky,Standard Lager,British Fortified,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2126,White Rum,Standard Lager,Premium Lager,Miscellaneous,Gin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2127,World Beer,Vodka,South America,Premium Lager,Perry,Over-Ice Cider,French Red 2,Cocktails/Liqueurs,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2128,Standard Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2129,White Rum,Sparkling,South Africa White,Champagne,Brandy/Cognac,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2130,Standard Lager,Sparkling,South America,South Africa Red,Premium Canned Ale,Other Red,Bottled Ale,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2131,Spirits Mixers,German,Cocktails/Liqueurs,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2132,World Beer,White Rum,Vodka,Spirits & Fortified,Sparkling,South America,Italian White,Cocktails/Liqueurs,Champagne,Beer/Lager Gifts,Australia White,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2133,Italian White,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2134,Whisky,Italian White,German,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2135,Italy White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,Vermouths/Aperitifs,Sparkling,South Africa Red,Sherry Spanish,Port,Over-Ice Cider,Italian Red,Iberia,Fruit Cider,French Red South,French Red,Cocktails/Liqueurs,Bottled Ale,Australian White,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,South America,Italy White,Generic,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,Whisky,Standard Lager,South Africa Red,Rum,Premium Lager,Port,Malt Whisky,Italian Red,Gin,French Red,Everyday Cider,Cocktails/Liqueurs,Champagne,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,South Africa White,South Africa Red,Italy White,Iberia White,German,Bitter,Australian Red,American Rose,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2140,Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2141,World Beer,Whisky,South America,South Africa Red,Premium Lager,Port,Miscellaneous,Made Wine British,Italy White,Italian White,Italian Red,Iberia,French Red 2,Cocktails/Liqueurs,Bitter,Australian White,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,
2142,Whisky,Standard Lager,Speciality Beer,South America,South African White,South Africa Red,Premium Lager,Italy White,Italian White,Italian Red,Cocktails/Liqueurs,Champagne,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,White Rum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2145,World Beer,Sparkling,South America White,South Africa White,Premium Lager,Over-Ice Cider,New Zealand White,Nablab,Italy White,Italian White,Australia White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,Standard Lager,Spirits Mixers,Small Sizes White,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2148,Whisky,Italian Red,French Red South,Champagne,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,Standard Lager,Premium Cider,No/Low Alc Cider,Italian White,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,Vermouths/Aperitifs,Made Wine British,Italy White,Cocktails/Liqueurs,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2151,Whisky,German,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2152,Italy White,Italian White,Iberia White,German,Cocktails/Liqueurs,Champagne,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2153,South America,South Africa Red,Small Sizes White,Small Sizes Red,Premium Lager,New Zealand White,New Zealand Red,Malt Whisky,Italian Red,Iberia White,Iberia,French Red South,Bottled Ale,Australian White,Australian Red,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,Standard Lager,Spirits Mixers,Ready To Drink,Perry,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,Spirits Mixers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,Whisky,Vodka,Spirits Mixers,Small Sizes White,Small Sizes Red,Malt Whisky,Italy White,Italian White,Iberia,Gin,Fruit Cider,French White 2,French White,French Red 2,French Red,Barware,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,French Red 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,Spirits Mixers,South America,Small Sizes White,Premium Lager,Over-Ice Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2159,White Boxes,Whisky,Sparkling,Rum,Premium Lager,Italy White,Italian White,Italian Red,French Rose,Australian White,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2160,Sparkling,Generic,Bottled Ale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,Small Sizes White,Premium Lager,Over-Ice Cider,Italian White,Bottled Ale,Bitter,American White,American Rose,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2162,World Beer,Whisky,Spirits Mixers,Sparkling,South America,South Africa Red,Iberia,Gin,French Red 2,Cocktails/Liqueurs,Champagne,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2163,Standard Lager,New Zealand White,Italy White,Italian White,Gin,French White 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2164,White Rum,Whisky,Vodka,Standard Lager,Sparkling,South Africa White,Perry,Nablab,Italy White,Everyday Cider,Cocktails/Liqueurs,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2165,Vodka,Vermouths/Aperitifs,Stout,Std Canned Ale,Speciality Beer,South America White,South America,South Africa Red,Premium Cider,Over-Ice Cider,Made Wine British,Italy White,Italian Red,Iberia,Gin,French Red South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Bottled Ale,Bitter,Australian White,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,
2166,Standard Lager,Sparkling,Premium Lager,Premium Cider,Italian White,Generic,Fruit Cider,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2167,Whisky,Vodka,Spirits & Fortified,South America White,South America,South Africa Red,Small Sizes White,Sherry Spanish,Red Wine Bxes & 25Cl,Premium Cider,Italian Red,Iberia,German,Fruit Cider,French Red South,French Red 2,French Red,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,
2168,World Beer,White Rum,Whisky,Speciality Beer,Small Sizes White,Red Wine Bxes & 25Cl,Premium Cider,Other Red,Malt Whisky,Italy White,Italian Red,Iberia White,Iberia,French Red South,French Red 2,French Red,Cocktails/Liqueurs,Australian Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,
2169,Whisky,Stout,South America White,South America,South Africa Red,Port,Iberia,French Red South,Cocktails/Liqueurs,Brandy/Cognac,Australia White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2170,World Beer,White Boxes,Whisky,Vodka,Sparkling,Small Sizes White,Premium Lager,Premium Cider,Premium Canned Ale,Over-Ice Cider,New Zealand White,Made Wine British,Italy White,Italian Red,French White,French Red South,French Red 2,Everyday Cider,Cocktails/Liqueurs,Brnd Alchol Carbntes,Brandy/Cognac,Bottled Ale,Australian White,Australian Red,Australia White,American White,American Red,America White,,,,,,,,,,,,,,,,,
2171,Stout,Standard Lager,Sparkling,Premium Lager,Premium Cider,Over-Ice Cider,Made Wine British,Italy White,Fruit Cider,French Red South,French Red 2,Cocktails/Liqueurs,Brnd Alchol Carbntes,Bottled Ale,Bitter,Australian White,Australian Red,Australia White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
2172,Whisky,Vodka,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2173,World Beer,Vodka,South America White,South America,South Africa Red,Premium Lager,Over-Ice Cider,New Zealand White,Iberia,French White South,French White Loire,French White 2,French Red South,French Red 2,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,White Rum,Whisky,Vodka,Stout,South Africa White,South Africa Red,Premium Lager,Italy White,Italian Red,Iberia White,Gin,Champagne,Brandy/Cognac,Australian Red,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,Whisky,Standard Lager,Premium Lager,Premium Canned Ale,Italy White,Generic,Champagne,Australian White,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,World Beer,White Rum,Whisky,Vodka,Spirits Mixers,Speciality Beer,Sparkling,South America,Small Sizes White,Sherry Spanish,Rum,Premium Lager,Miscellaneous,Made Wine British,Lo/No Alcho Red Cgb,Italy White,Italian Red,Iberia,Gin,German,French Red 2,Cocktails/Liqueurs,British Fortified,Brandy/Cognac,Bitter,American White,American Red,America White,,,,,,,,,,,,,,,,,
2177,Sparkling,South America,Premium Lager,French Red 2,Champagne,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,Whisky,Spirits Mixers,Spirits & Fortified,Speciality Beer,Sparkling,Small Sizes White,Small Sizes Red,Rum,Over-Ice Cider,Italian White,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,Bottled Ale,Barware,Australia White,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
2179,World Beer,Whisky,Standard Lager,Sparkling,South America White,South America,South African White,South Africa White,Over-Ice Cider,New Zealand White,Made Wine British,Italian White,Italian Red,Iberia White,Iberia,French White 2,French White,Cocktails/Liqueurs,Champagne,Bottled Ale,Australian White,Australian Red,Australia White,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,
2180,World Beer,Vodka,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,Whisky,Vodka,Standard Lager,Spirits & Fortified,South America,South African White,South Africa Red,Small Sizes White,Small Sizes Red,Premium Cider,Italy White,Italian White,Italian Red,Iberia White,Iberia,Gin,French Red South,Cocktails/Liqueurs,Brandy/Cognac,Bottled Ale,Australian White,Australian Red,Australia White,American Red,,,,,,,,,,,,,,,,,,,,,
2182,Vodka,Standard Lager,Premium Lager,Italian White,French White South,French Red South,Brnd Alchol Carbntes,Bitter,American White,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,Whisky,Standard Lager,Sparkling,Premium Canned Ale,Italy White,Iberia,American White,American Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,Sherry Spanish,Premium Lager,No/Low Alc Cider,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,New Zealand White,Basics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,Premium Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2187,White Uk,Small Sizes Wht Othr,Other Red,Brandy/Cognac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,World Beer,Sparkling,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2189,Whisky,Standard Lager,Spirits Mixers,Sparkling,South America White,South America,South African White,South Africa White,Sherry Spanish,Premium Lager,Premium Cider,Port,Malt Whisky,Italy White,Italian Red,Iberia White,Iberia,German,Everyday Cider,Cocktails/Liqueurs,Champagne,Bottled Ale,Australian White,Australian Red,Australia White,American White,American Rose,,,,,,,,,,,,,,,,,,
2190,French Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,World Beer,Standard Lager,Sparkling,South Africa White,Rum,Italy White,French Red 2,Bottled Ale,Australian White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2192,Wine Gifts,Whisky,Spirits & Fortified,Sparkling,South Africa Red,Premium Lager,New Zealand White,New Zealand Red,Madeira & Marsala,Italy White,Iberia,German,Cocktails/Liqueurs,Champagne,Australian White,Australian Red,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,White Uk,Standard Lager,Spirits & Fortified,Sparkling,Premium Lager,Premium Canned Ale,Perry,Miscellaneous,Brandy/Cognac,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,World Beer,Whisky,Sparkling,Premium Lager,Italy White,Italian White,Italian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2195,Speciality Beer,Premium Lager,Malt Whisky,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2196,Whisky,Premium Lager,Brandy/Cognac,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,Premium Lager,Nablab,French White 2,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,Over-Ice Cider,Everyday Cider,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,Over-Ice Cider,Generic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,Whisky,Stout,Everyday Cider,Cocktails/Liqueurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,Iberia,Cocktails/Liqueurs,Bottled Ale,Bitter,Australian Red,American White,American Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,Stout,Spirits Mixers,Sparkling,Premium Lager,New Zealand White,Italian White,French White 2,Bottled Ale,American White,American Rose,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,Stout,Premium Lager,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,Premium Canned Ale,No/Low Alc Cider,Italian White,Bottled Ale,Bitter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2205,Vodka,Sparkling,Premium Lager,Port,No/Low Alc Cider,Italy White,Italian White,Fruit Cider,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,Premium Lager,Italy White,Iberia,French White 2,Australia White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,World Beer,Vodka,Sparkling,Small Sizes White,Small Sizes Red,Over-Ice Cider,Other Red,Italy White,Italian White,French White,French Red 2,Cocktails/Liqueurs,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,Whisky,Vodka,Speciality Beer,Premium Lager,Premium Cider,Premium Canned Ale,Malt Whisky,Iberia,Cocktails/Liqueurs,Champagne,Brnd Alchol Carbntes,Brandy/Cognac,Bottled Ale,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2209,Sparkling,Gin,French Red 2,Champagne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2210,South Africa White,Other Red,Italy White,Brandy/Cognac,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2211,World Beer,Whisky,Vodka,Stout,Standard Lager,South Africa Red,Premium Lager,Miscellaneous,French Red South,French Red 2,Bottled Ale,Australian Red,American White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2212,Wine Gifts,Spirits & Fortified,Premium Lager,Cocktails/Liqueurs,Brnd Alchol Carbntes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2213,Standard Lager,Sparkling,South America White,South America,South Africa White,South Africa Red,Small Sizes Red,Premium Lager,New Zealand White,Italy White,Italian White,Italian Red,Gin,French Red South,Australian White,Australian Red,Australia White,American White,,,,,,,,,,,,,,,,,,,,,,,,,,,
2214,World Beer,Speciality Beer,Premium Lager,Italian Red,French White Loire,French White 2,French Rose,French Red 2,Bottled Ale,Australian Red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2215,Italy White,Iberia,French White,French Red South,French Red 2,Australian White,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2216,Vodka,Standard Lager,Spirits Mixers,Sparkling,South America,South Africa Red,Premix Fruit Spirits,Premium Lager,Premium Canned Ale,Other Red,Italy White,Italian Red,Iberia,French Red South,Cocktails/Liqueurs,Brnd Alchol Carbntes,Australian White,Australian Red,Australia White,American Red,America White,,,,,,,,,,,,,,,,,,,,,,,,
